id_product;reference;price;test;id_shop_default;is_virtual;name;link_rewrite;active;shopname;id_image;name_category;price_final;nb_downloadable;sav_quantity;badge_danger
5167;302BN90;0.000000;test;1;0;"VURBAT UNDERSHIRT LS";vurbat-undershirt-ls;0;Base;;"Sous vêtement haut";0;;0;1
5166;302BLI0;0.000000;test;1;0;VIGOVA;vigova;0;Base;;Short;0;;0;1
5165;302BKG0;0.000000;test;1;0;KANTO;kanto;0;Base;;Autre;0;;0;1
5164;302BKE0;0.000000;test;1;0;BAHO;baho;0;Base;;Autre;0;;0;1
5163;3028VH0;0.000000;test;1;0;"CHIMIDO SPORT CO X3";chimido-sport-co-x3;0;Base;;Chaussettes;0;;0;1
5162;3027UQ0;0.000000;test;1;0;"LOGO GOLF MLS";logo-golf-mls;0;Base;;Polo;0;;0;1
5161;3027LA0;0.000000;test;1;0;"KAPPA4RUGBY MARCO";kappa4rugby-marco;0;Base;;"Rugby match";0;;0;1
5160;3025P20;0.000000;test;1;0;"HELMET TRIMO";helmet-trimo;0;Base;;Accessoire;0;;0;1
5159;3024BI0;0.000000;test;1;0;"BOZIA REVERSIBLE TANK";bozia-reversible-tank;0;Base;;Chasuble;0;;0;1
5154;3001694070011;0.000000;test;1;0;"NBA SPALDEENS GSW (51-185Z) VPE 24pcs";nba-spaldeens-gsw-51-185z-vpe-24pcs;0;Base;;"Basketball autres";0;;0;1
5153;3001694060011;0.000000;test;1;0;"NBA SPALDEENS NYK (51-196Z) VPE 24pcs";nba-spaldeens-nyk-51-196z-vpe-24pcs;0;Base;;"Basketball autres";0;;0;1
5152;3001694050011;0.000000;test;1;0;"NBA SPALDEENS BC (51-189Z) VPE 24pcs";nba-spaldeens-bc-51-189z-vpe-24pcs;0;Base;;"Basketball autres";0;;0;1
5151;3001694040011;0.000000;test;1;0;"NBA SPALDEENS LA (51-197Z) VPE 24pcs";nba-spaldeens-la-51-197z-vpe-24pcs;0;Base;;"Basketball autres";0;;0;1
5150;3001694030011;0.000000;test;1;0;"NBA SPALDEENS BULLS (51-179Z) VPE 24pcs";nba-spaldeens-bulls-51-179z-vpe-24pcs;0;Base;;"Basketball autres";0;;0;1
5149;3001694020011;0.000000;test;1;0;"NBA SPALDEENS CAVS (51-180Z) VPE 24pcs";nba-spaldeens-cavs-51-180z-vpe-24pcs;0;Base;;"Basketball autres";0;;0;1
5148;3001694010011;0.000000;test;1;0;"NBA SPALDEENS GB (51-161Z) VPE 24pcs";nba-spaldeens-gb-51-161z-vpe-24pcs;0;Base;;"Basketball autres";0;;0;1
